nombre,tipo,exactitud_prueba,informe_clasificacion,matriz_confusion
LR_inverso_lote128,regresion_logistica,0.7513771575468233,"              precision    recall  f1-score   support

           1       0.96      0.57      0.72       265
           2       1.00      1.00      1.00       104
           3       0.98      0.28      0.43       326
           4       0.97      0.73      0.83       709
           5       0.98      0.76      0.86       386
           6       0.88      0.93      0.91       406
           7       0.46      0.97      0.63       527

    accuracy                           0.75      2723
   macro avg       0.89      0.75      0.77      2723
weighted avg       0.86      0.75      0.75      2723
","[[151, 0, 2, 0, 1, 16, 95], [0, 104, 0, 0, 0, 0, 0], [2, 0, 90, 0, 5, 2, 227], [0, 0, 0, 515, 0, 26, 168], [2, 0, 0, 6, 294, 0, 84], [1, 0, 0, 1, 0, 379, 25], [1, 0, 0, 7, 0, 6, 513]]"
SVM_modhuber_const5e-4_lote256,svm,0.5203819316929856,"              precision    recall  f1-score   support

           1       0.99      0.30      0.46       265
           2       1.00      0.96      0.98       104
           3       0.00      0.00      0.00       326
           4       0.59      1.00      0.74       709
           5       1.00      0.14      0.25       386
           6       0.89      0.61      0.72       406
           7       0.23      0.43      0.30       527

    accuracy                           0.52      2723
   macro avg       0.67      0.49      0.49      2723
weighted avg       0.60      0.52      0.47      2723
","[[80, 0, 0, 3, 0, 26, 156], [0, 100, 0, 0, 0, 4, 0], [0, 0, 0, 0, 0, 2, 324], [0, 0, 0, 709, 0, 0, 0], [1, 0, 0, 50, 54, 0, 281], [0, 0, 0, 146, 0, 247, 13], [0, 0, 0, 300, 0, 0, 227]]"
